City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Liverpool,GB,2023-01-14 04:12:57,53.4106,-2.9779,47.14,92,100,13.8
294,Kang,BW,2023-01-14 04:12:58,-23.6752,22.7876,66.88,40,0,7.25
295,Huarmey,PE,2023-01-14 04:12:58,-10.0681,-78.1522,69.53,79,100,6.53
296,Coihaique,CL,2023-01-14 04:12:59,-45.5752,-72.0662,53.55,71,100,4.61
297,Lebu,CL,2023-01-14 04:13:00,-37.6167,-73.65,56.28,81,19,19.17
298,Mogadishu,SO,2023-01-14 04:13:01,2.0371,45.3438,76.08,83,15,15.35
299,Jacareacanga,BR,2023-01-14 04:13:02,-6.2222,-57.7528,71.38,99,100,2.01
300,Barcelos,PT,2023-01-14 04:13:03,41.5388,-8.6151,53.74,84,100,6.11
301,Khorixas,NA,2023-01-14 04:13:05,-20.3667,14.9667,63.37,62,0,1.68
302,Barao De Melgaco,BR,2023-01-14 04:13:05,-16.1944,-55.9675,71.02,94,86,4.29
303,Panaba,MX,2023-01-14 04:13:06,21.2833,-88.2667,64.72,68,0,8.81
304,Kwakoa,TZ,2023-01-14 04:13:07,-3.7667,37.7167,66.61,91,29,2.98
305,Itatskiy,RU,2023-01-14 04:13:08,56.07,89.0369,6.3,92,100,16.73
306,Sao Jose De Piranhas,BR,2023-01-14 04:13:09,-7.1206,-38.5019,76.37,61,100,5.77
307,Saint Anthony,US,2023-01-14 04:13:10,45.0205,-93.218,17.55,90,100,9.22
308,Westport,US,2023-01-14 04:11:19,41.1415,-73.3579,39.18,77,100,13.8
309,Arraias,BR,2023-01-14 04:13:12,-12.9288,-46.9437,67.66,94,100,0.69
310,Riyadh,SA,2023-01-14 04:13:13,24.6877,46.7219,51.94,75,100,8.68
311,Maniitsoq,GL,2023-01-14 04:13:14,65.4167,-52.9,13.69,70,100,14.72
312,Bengkulu,ID,2023-01-14 04:13:15,-3.8004,102.2655,82.71,69,82,4.9
313,Rio Gallegos,AR,2023-01-14 04:08:45,-51.6226,-69.2181,48.25,53,0,14.97
314,Middle Island,US,2023-01-14 04:13:19,40.8843,-72.9373,39.25,78,100,20.71
315,Hammerfest,NO,2023-01-14 04:13:20,70.6634,23.6821,32.45,80,44,4.61
316,Aviles,ES,2023-01-14 04:13:21,43.5547,-5.9248,54.79,79,0,6.91
317,Nuevitas,CU,2023-01-14 04:14:24,21.5453,-77.2644,69.31,84,27,7.43
318,Blagoyevo,RU,2023-01-14 04:14:25,63.3667,47.9167,27.18,94,99,8.21
319,Jalalabad,AF,2023-01-14 04:14:26,34.4265,70.4515,36.55,19,0,4.32
320,Tukrah,LY,2023-01-14 04:14:27,32.5341,20.5791,59.5,61,94,10.27
321,Havoysund,NO,2023-01-14 04:14:29,70.9963,24.6622,34.03,84,58,13.18
322,Botelhos,BR,2023-01-14 04:14:30,-21.6333,-46.395,65.34,98,100,1.3
323,Vilhena,BR,2023-01-14 04:12:08,-12.7406,-60.1458,69.39,96,99,4.7
324,Tsabong,BW,2023-01-14 04:14:32,-26.0217,22.401,73.33,28,0,9.31
325,Cheremukhovo,RU,2023-01-14 04:14:33,60.3484,59.9851,7.27,92,89,5.21
326,Comodoro Rivadavia,AR,2023-01-14 04:12:11,-45.8667,-67.5,64.26,45,0,29.93
327,Kutum,SD,2023-01-14 04:14:35,14.2,24.6667,52.14,23,6,5.95
328,Caxito,AO,2023-01-14 04:14:36,-8.5785,13.6643,71.33,95,99,2.71
329,Naron,ES,2023-01-14 04:14:37,43.5167,-8.1528,59.85,82,100,17.22
330,Denizli,TR,2023-01-14 04:14:37,37.8402,29.0698,45.66,87,94,0.98
331,Santa Lucia,ES,2023-01-14 04:14:38,27.9117,-15.5407,56.52,77,40,10.36
332,Mehamn,NO,2023-01-14 04:14:39,71.0357,27.8492,31.91,80,15,19.57
333,San Juan,AR,2023-01-14 04:13:46,-31.5375,-68.5364,76.84,27,0,4.34
334,Cabinda,AO,2023-01-14 04:14:42,-5.55,12.2,75.31,88,88,2.13
335,Susangerd,IR,2023-01-14 04:14:43,31.5608,48.1831,56.43,63,100,7.2
336,Sisimiut,GL,2023-01-14 04:14:44,66.9395,-53.6735,9.18,72,100,18.07
337,Taoudenni,ML,2023-01-14 04:14:45,22.6783,-3.9836,61.68,29,1,11.3
338,Muyezerskiy,RU,2023-01-14 04:14:45,63.9333,31.65,33.24,97,100,12.41
339,Mogwase,ZA,2023-01-14 04:14:46,-25.185,27.2665,66.45,50,0,2.08
340,Khash,IR,2023-01-14 04:14:47,28.2211,61.2158,29.05,20,27,6.29
341,Arkhipo-Osipovka,RU,2023-01-14 04:14:48,44.37,38.52,40.42,68,0,1.79
342,Havelock,US,2023-01-14 04:14:48,34.8791,-76.9013,49.96,80,100,1.01
343,Abnub,EG,2023-01-14 04:14:49,27.2696,31.1511,48.29,62,2,2.82
344,Chermoz,RU,2023-01-14 04:14:50,58.787,56.1489,15.89,89,100,15.55
345,Sokolo,ML,2023-01-14 04:14:51,14.7328,-6.1219,67.14,15,62,9.95
346,Castro,BR,2023-01-14 04:13:47,-24.7911,-50.0119,65.08,97,100,4.29
347,Renfrew,GB,2023-01-14 04:14:52,55.872,-4.3925,47.55,90,100,8.05
348,Lyuban,BY,2023-01-14 04:14:53,52.7985,28.0048,32.85,93,100,10.22
349,Kargil,IN,2023-01-14 04:14:54,34.5667,76.1,4.41,85,54,3.31
350,Mitsamiouli,KM,2023-01-14 04:14:55,-11.3847,43.2844,81.39,72,96,3.4
351,Setermoen,NO,2023-01-14 04:14:56,68.861,18.3486,27.1,87,79,4.0
352,Ugoofaaru,MV,2023-01-14 04:14:56,5.6667,73.0,78.96,66,71,7.34
353,Kangaatsiaq,GL,2023-01-14 04:14:57,68.3065,-53.4641,-1.37,76,100,10.25
354,Leh,IN,2023-01-14 04:14:59,34.1667,77.5833,11.64,89,92,5.99
355,Bela,IN,2023-01-14 04:15:00,25.9333,81.9833,66.36,57,0,4.9
356,Fern Creek,US,2023-01-14 04:15:00,38.1598,-85.5877,33.31,76,100,18.41
357,Velikodvorskiy,RU,2023-01-14 04:15:01,55.25,40.6678,19.99,94,100,9.84
358,Chipata,ZM,2023-01-14 04:15:02,-13.6333,32.65,63.41,95,99,1.25
359,Barentu,ER,2023-01-14 04:15:04,15.1139,37.5928,62.22,83,25,2.68
360,Tibu,CO,2023-01-14 04:15:06,8.639,-72.7358,71.56,98,28,1.79
361,Rock Sound,BS,2023-01-14 04:15:07,24.9,-76.2,76.03,69,0,21.88
362,Codajas,BR,2023-01-14 04:15:08,-3.8367,-62.0569,72.68,99,100,1.59
363,Somerset,US,2023-01-14 04:13:27,40.5668,-74.5496,39.06,74,100,9.22
364,General Roca,AR,2023-01-14 04:16:10,-39.0333,-67.5833,78.53,16,0,5.53
365,Gusau,NG,2023-01-14 04:16:11,12.1628,6.6614,60.8,16,31,11.54
366,Mumford,GH,2023-01-14 04:16:12,5.2618,-0.759,77.49,88,15,3.18
367,Ubinskoye,RU,2023-01-14 04:16:14,55.3068,79.6802,5.59,93,100,17.65
368,Catalina,US,2023-01-14 04:16:15,32.5056,-110.9211,61.48,33,96,4.92
369,Rehoboth,NA,2023-01-14 04:16:17,-23.3167,17.0833,72.19,23,0,2.71
370,Tshela,CD,2023-01-14 04:16:18,-4.9833,12.9333,70.03,99,80,0.45
371,Olavarria,AR,2023-01-14 04:16:19,-36.8927,-60.3225,59.02,42,0,1.52
372,Buraydah,SA,2023-01-14 04:16:20,26.326,43.975,54.05,64,96,13.65
373,Palm Coast,US,2023-01-14 04:12:04,29.585,-81.2078,47.07,59,0,13.8
374,Ardahan,TR,2023-01-14 04:16:21,41.1087,42.7022,10.89,86,100,2.73
375,Paamiut,GL,2023-01-14 04:16:23,61.994,-49.6678,16.02,60,100,16.26
376,Eregli,TR,2023-01-14 04:16:24,37.5133,34.0467,31.82,64,27,1.23
377,Lima,PE,2023-01-14 04:11:55,-12.0432,-77.0282,69.91,79,0,10.36
378,Ayagoz,KZ,2023-01-14 04:16:26,47.9714,80.4392,-12.89,96,84,6.38
379,Toksovo,RU,2023-01-14 04:16:27,60.1532,30.5165,33.37,98,100,8.72
380,Seidu,SL,2023-01-14 04:16:28,9.0167,-10.6,65.41,28,33,0.56
381,Corinth,GR,2023-01-14 04:16:29,37.9407,22.9573,42.89,78,1,1.97
382,Castellana Grotte,IT,2023-01-14 04:16:30,40.8864,17.1655,48.83,77,66,6.71
383,Kongolo,CD,2023-01-14 04:16:32,-5.3833,27.0,66.94,98,99,2.33
384,Macaubas,BR,2023-01-14 04:16:32,-13.0194,-42.6986,66.61,93,3,1.77
385,Quatre Cocos,MU,2023-01-14 04:16:33,-20.2078,57.7625,81.09,72,43,12.19
386,Rio Grande,BR,2023-01-14 04:16:34,-32.035,-52.0986,70.47,92,100,12.24
387,Yarim,YE,2023-01-14 04:16:35,14.298,44.3779,48.63,83,7,2.26
388,Sorland,NO,2023-01-14 04:16:36,67.667,12.6934,33.66,58,100,23.09
389,Rawson,AR,2023-01-14 04:16:36,-43.3002,-65.1023,69.64,47,71,16.84
390,Pedasi,PA,2023-01-14 04:16:37,7.5333,-80.0333,78.33,81,100,17.45
391,Marataizes,BR,2023-01-14 04:16:38,-21.0433,-40.8244,74.66,91,100,16.49
392,San Carlos De Bariloche,AR,2023-01-14 04:16:39,-41.1456,-71.3082,53.35,66,0,20.71
393,Safranbolu,TR,2023-01-14 04:16:40,41.2508,32.6942,38.12,80,100,0.38
394,Mount Pleasant,US,2023-01-14 04:15:56,32.7941,-79.8626,45.09,92,100,16.11
395,Rockland,US,2023-01-14 04:16:43,41.1668,-74.0496,37.63,75,100,8.75
396,Krasnoselkup,RU,2023-01-14 04:16:44,65.7,82.4667,-14.8,95,100,14.58
397,Meulaboh,ID,2023-01-14 04:16:45,4.1363,96.1285,83.44,67,53,1.83
398,Los Angeles,US,2023-01-14 04:13:33,34.0522,-118.2437,59.04,78,0,4.61
399,Bedesa,ET,2023-01-14 04:16:46,8.9,40.7833,55.76,52,80,1.97
400,Nampula,MZ,2023-01-14 04:16:47,-15.1165,39.2666,71.55,100,75,3.44
401,Maceio,BR,2023-01-14 04:14:16,-9.6658,-35.7353,76.44,94,20,2.3
402,Udomlya,RU,2023-01-14 04:16:49,57.8794,34.9925,28.31,95,100,10.49
403,Ouro Branco,BR,2023-01-14 04:16:50,-20.5208,-43.6919,65.89,95,100,2.3
404,Nokaneng,BW,2023-01-14 04:16:51,-19.6667,22.2667,69.35,61,52,5.37
405,Corrente,BR,2023-01-14 04:16:51,-3.7367,-43.3394,70.77,96,44,0.63
406,Saint-Augustin,CA,2023-01-14 04:16:51,51.226,-58.6502,22.68,94,100,17.69
407,Bosaso,SO,2023-01-14 04:16:52,11.2842,49.1816,75.45,72,80,4.88
408,Alanya,TR,2023-01-14 04:16:52,36.5438,31.9998,46.53,46,87,4.63
409,Qasigiannguit,GL,2023-01-14 04:16:53,68.8193,-51.1922,8.85,73,98,7.49
410,Girne,CY,2023-01-14 04:16:53,35.3417,33.3167,53.15,81,100,28.95
411,Gilgit,PK,2023-01-14 04:17:54,35.9221,74.3087,21.36,77,24,3.27
412,Geraldton,AU,2023-01-14 04:17:55,-28.7667,114.6,93.61,24,0,21.85
413,Safaga,EG,2023-01-14 04:17:56,26.7292,33.9365,58.48,48,0,2.89
414,Hobyo,SO,2023-01-14 04:17:57,5.3505,48.5268,76.6,78,19,18.81
415,Paralia,GR,2023-01-14 04:17:57,38.2,21.7,45.95,78,6,1.9
416,Mana,GF,2023-01-14 04:17:58,5.6592,-53.7767,75.25,91,62,7.81
417,Hearst,CA,2023-01-14 04:17:59,49.6835,-83.6665,-7.35,100,84,4.43
418,Bol,TD,2023-01-14 04:17:59,13.4586,14.7147,65.14,35,14,19.44
419,Bayshore Gardens,US,2023-01-14 04:18:00,27.4253,-82.5904,55.98,64,20,13.8
420,Plettenberg Bay,ZA,2023-01-14 04:18:00,-34.0527,23.3716,64.62,83,48,1.83
421,Novoagansk,RU,2023-01-14 04:18:01,61.9449,76.6625,7.43,95,100,9.24
422,Urla,TR,2023-01-14 04:18:02,38.3229,26.764,39.6,86,44,7.49
423,Awjilah,LY,2023-01-14 04:18:03,29.1081,21.2869,51.91,76,0,7.74
424,Artyom,AZ,2023-01-14 04:18:04,40.4723,50.333,37.54,66,100,22.17
425,Sile,TR,2023-01-14 04:18:05,41.1754,29.6133,51.57,69,100,4.0
426,Guane,CU,2023-01-14 04:18:06,22.2025,-84.0875,67.75,62,25,8.86
427,Bam,IR,2023-01-14 04:15:58,29.106,58.357,34.45,28,0,1.97
428,Jumla,NP,2023-01-14 04:18:08,29.2747,82.1838,45.45,22,0,2.06
429,Marzuq,YE,2023-01-14 04:18:09,14.4,46.4667,57.87,59,18,5.88
430,Dharchula,IN,2023-01-14 04:18:10,29.85,80.5333,56.64,38,17,2.35
431,Terebovlya,UA,2023-01-14 04:18:11,49.3019,25.71,35.26,85,100,3.44
432,Catia La Mar,VE,2023-01-14 04:18:12,10.6038,-67.0303,79.0,79,20,2.3
433,Balykshi,KZ,2023-01-14 04:18:13,47.0667,51.8667,12.2,52,0,22.37
434,Rujiena,LV,2023-01-14 04:18:15,57.8975,25.3316,38.05,97,100,9.26
435,Nicoya,CR,2023-01-14 04:18:16,10.1483,-85.452,74.66,74,80,11.18
436,Brumunddal,NO,2023-01-14 04:18:17,60.881,10.9395,27.1,94,100,3.31
437,Yanam,IN,2023-01-14 04:18:19,16.7333,82.2167,78.26,58,40,2.53
438,Clyde River,CA,2023-01-14 04:18:20,70.4692,-68.5914,-12.77,70,100,0.0
439,Malatya,TR,2023-01-14 04:18:21,38.5,38.0,33.85,87,100,4.61
440,Santa Cruz De La Palma,ES,2023-01-14 04:18:22,28.6835,-17.7642,66.34,72,100,10.36
441,Pitea,SE,2023-01-14 04:18:23,65.3172,21.4794,19.49,96,100,4.61
442,Portobelo,PA,2023-01-14 04:18:26,9.55,-79.65,77.95,85,97,13.31
443,Nabisar,PK,2023-01-14 04:18:28,25.0685,69.6419,57.7,22,1,8.57
444,Coquimbo,CL,2023-01-14 04:14:49,-29.9533,-71.3436,60.53,88,0,5.75
445,Duzce,TR,2023-01-14 04:18:30,40.8389,31.1639,46.35,86,100,0.56
446,Corn Island,NI,2023-01-14 04:18:31,12.1694,-83.0418,80.15,75,99,19.62
447,Santa Rita,BR,2023-01-14 04:18:32,-7.1139,-34.9781,79.47,83,40,6.91
448,Mbandaka,CD,2023-01-14 04:18:33,0.0487,18.2603,70.43,68,75,3.27
449,Veraval,IN,2023-01-14 04:18:33,20.9,70.3667,65.95,35,23,11.68
450,Portree,GB,2023-01-14 04:18:34,57.4129,-6.1942,41.52,93,100,9.24
451,Pemba,MZ,2023-01-14 04:18:36,-12.974,40.5178,77.7,94,75,4.61
452,Olyka,UA,2023-01-14 04:18:37,50.7186,25.8125,34.93,85,100,10.54
453,Agadez,NE,2023-01-14 04:18:38,19.75,10.25,55.11,31,51,8.16
454,Qaqortoq,GL,2023-01-14 04:18:39,60.7167,-46.0333,10.02,73,100,11.52
455,Mitu,CO,2023-01-14 04:18:40,1.1983,-70.1733,71.51,99,95,1.39
456,Gorom-Gorom,BF,2023-01-14 04:18:41,14.4439,-0.2361,61.61,17,9,9.78
457,Karema,TZ,2023-01-14 04:18:42,-6.8205,30.4389,67.64,87,72,4.45
458,Alta Floresta,BR,2023-01-14 04:19:42,-9.8756,-56.0861,70.34,99,100,2.91
459,Antalaha,MG,2023-01-14 04:19:43,-14.9003,50.2788,76.21,87,98,5.14
460,San Ramon,US,2023-01-14 04:19:44,37.7799,-121.978,55.81,91,20,5.75
461,Thinadhoo,MV,2023-01-14 04:19:45,0.5333,72.9333,80.24,63,99,11.43
462,San Pedro,PH,2023-01-14 04:19:46,14.35,121.0167,84.34,71,75,8.05
463,Farafangana,MG,2023-01-14 04:19:47,-22.8167,47.8333,76.95,84,86,3.2
464,Elizabeth City,US,2023-01-14 04:17:51,36.2946,-76.2511,46.42,74,98,13.18
465,Antofagasta,CL,2023-01-14 04:19:49,-23.65,-70.4,65.48,82,9,5.19
466,Kachiry,KZ,2023-01-14 04:19:49,53.0675,76.1036,10.22,91,100,15.01
467,Mayor Pablo Lagerenza,PY,2023-01-14 04:19:50,-19.9309,-60.7718,67.98,92,100,8.32
468,Chilca,PE,2023-01-14 04:19:51,-12.5211,-76.7372,67.69,84,100,2.21
469,Kolvereid,NO,2023-01-14 04:19:51,64.8655,11.6047,34.83,86,100,11.34
470,Naantali,FI,2023-01-14 04:19:52,60.4674,22.0243,40.1,100,100,11.5
471,Turukhansk,RU,2023-01-14 04:19:53,65.8167,87.9833,-33.7,90,60,11.05
472,Kaduna,NG,2023-01-14 04:19:54,10.5222,7.4383,61.09,19,76,9.71
473,Wageningen,NL,2023-01-14 04:19:55,51.9667,5.6667,42.94,92,100,10.36
474,Poykovskiy,RU,2023-01-14 04:19:56,61.2333,73.3333,14.29,85,100,6.71
475,Margate,GB,2023-01-14 04:19:57,51.3813,1.3862,48.9,88,100,5.99
476,Korla,CN,2023-01-14 04:16:30,41.7597,86.1469,11.46,89,100,3.33
477,Guarapari,BR,2023-01-14 04:19:58,-20.6667,-40.4975,77.9,91,93,13.69
478,Sabang,ID,2023-01-14 04:19:58,5.8933,95.3214,81.64,74,85,8.1
479,Ayorou,NE,2023-01-14 04:19:59,14.7308,0.9174,60.71,19,22,9.62
480,Maroantsetra,MG,2023-01-14 04:19:59,-15.4333,49.7333,76.39,86,92,2.33
481,Dhidhdhoo,MV,2023-01-14 04:20:00,6.8833,73.1,79.21,70,44,9.53
482,Chesham,GB,2023-01-14 04:20:01,51.7,-0.6,48.42,92,100,19.1
483,Loiza,PR,2023-01-14 04:20:03,18.4313,-65.8802,76.06,83,0,3.44
484,Kautokeino,NO,2023-01-14 04:20:04,69.0125,23.0412,14.36,100,100,6.31
485,Zelenoborskiy,RU,2023-01-14 04:19:15,66.845,32.3622,29.59,99,99,4.97
486,Lovozero,RU,2023-01-14 04:20:07,68.005,35.0117,21.83,95,97,5.26
487,Baturinskaya,RU,2023-01-14 04:20:09,45.7927,39.3707,29.05,91,6,7.58
488,Marsh Harbour,BS,2023-01-14 04:20:10,26.5412,-77.0636,70.59,61,34,27.65
489,Melilla,ES,2023-01-14 04:20:11,35.2937,-2.9383,52.18,100,20,2.3
490,Mecca,SA,2023-01-14 04:20:12,21.4267,39.8261,67.14,69,78,5.75
491,Pechora,RU,2023-01-14 04:20:12,65.1472,57.2244,17.15,96,96,6.55
492,Pascagoula,US,2023-01-14 04:20:14,30.3658,-88.5561,41.05,76,4,12.82
493,Zwedru,LR,2023-01-14 04:20:15,6.0667,-8.1281,70.18,99,99,2.66
494,Dingle,PH,2023-01-14 04:20:16,10.9995,122.6711,80.44,84,87,8.39
495,Norden,DE,2023-01-14 04:20:18,53.6,7.2,44.94,97,58,3.0
496,Suoyarvi,RU,2023-01-14 04:20:19,62.0833,32.35,32.74,98,100,10.16
497,Penzance,GB,2023-01-14 04:20:20,50.1186,-5.5371,52.48,93,100,39.75
498,Belmonte,BR,2023-01-14 04:20:21,-15.8631,-38.8828,75.92,86,0,4.88
499,Keetmanshoop,NA,2023-01-14 04:20:21,-26.5833,18.1333,75.72,24,2,2.24
500,Ambilobe,MG,2023-01-14 04:20:23,-13.2,49.05,75.16,89,100,2.44
501,Mao,ES,2023-01-14 04:20:24,39.8885,4.2658,52.36,76,0,5.75
502,Kalat,PK,2023-01-14 04:20:28,29.0225,66.5916,31.28,11,0,3.8
503,Dagda,LV,2023-01-14 04:20:29,56.0951,27.5372,34.7,98,100,9.84
504,Gardez,AF,2023-01-14 04:20:30,33.5974,69.2259,8.06,49,0,3.29
505,Taut,RO,2023-01-14 04:20:31,46.2833,21.9167,37.67,92,100,1.28
506,Mandera,KE,2023-01-14 04:21:32,3.9366,41.867,73.45,46,7,5.44
507,Lenger,KZ,2023-01-14 04:21:33,42.183,69.8839,-8.16,69,4,4.83
508,Tromso,NO,2023-01-14 04:21:34,69.6496,18.957,33.82,80,75,20.71
509,Cantaura,VE,2023-01-14 04:21:35,9.3057,-64.3584,72.91,75,62,9.71
510,Ivankiv,UA,2023-01-14 04:21:35,50.9386,29.8943,27.25,94,93,6.71
511,Daska,PK,2023-01-14 04:21:36,32.3243,74.3497,40.98,54,1,6.22
512,Muros,ES,2023-01-14 04:21:37,42.7762,-9.0603,58.08,93,99,14.07
513,Nadym,RU,2023-01-14 04:18:08,65.5333,72.5167,-8.05,100,100,3.71
514,Gambela,ET,2023-01-14 04:21:39,8.25,34.5833,75.49,58,33,2.53
515,Paita,PE,2023-01-14 04:21:39,-5.0892,-81.1144,70.05,74,100,11.18
516,Zaterechnyy,RU,2023-01-14 04:21:40,44.7931,45.2097,36.39,67,100,25.03
517,Leshukonskoye,RU,2023-01-14 04:21:40,64.8989,45.7622,29.71,94,100,8.88
518,Eyl,SO,2023-01-14 04:21:41,7.9803,49.8164,74.57,76,95,16.02
519,Santa Isabel Do Rio Negro,BR,2023-01-14 04:21:41,-0.4139,-65.0192,72.18,98,100,1.66
520,Krasnoshchekovo,RU,2023-01-14 04:21:42,51.6708,82.7289,9.86,67,98,22.79
521,Alpinopolis,BR,2023-01-14 04:21:43,-20.8636,-46.3881,67.19,96,100,1.68
522,Vestmannaeyjar,IS,2023-01-14 04:21:43,63.4427,-20.2734,29.77,64,97,12.48
523,Lasa,IT,2023-01-14 04:21:45,46.6166,10.7002,26.89,88,34,4.32
524,Kaffrine,SN,2023-01-14 04:21:46,14.1059,-15.5508,72.48,15,83,9.04
525,Amapa,BR,2023-01-14 04:21:47,1.0,-52.0,70.81,100,100,1.36
526,Oneonta,US,2023-01-14 04:21:48,42.4529,-75.0638,28.29,93,100,11.52
527,Tucurui,BR,2023-01-14 04:19:47,-3.7661,-49.6725,72.86,97,100,2.48
528,Lulea,SE,2023-01-14 04:21:49,65.5842,22.1547,19.47,100,100,4.61
529,Usinsk,RU,2023-01-14 04:21:50,65.9939,57.5281,15.78,97,97,10.71
530,Kolokani,ML,2023-01-14 04:21:51,13.5728,-8.0339,64.47,18,50,8.46
531,Pitlochry,GB,2023-01-14 04:21:52,56.7051,-3.7343,38.91,99,100,4.72
532,Bonavista,CA,2023-01-14 04:21:53,48.6499,-53.1147,34.66,93,100,32.32
533,Rafaela,AR,2023-01-14 04:20:15,-31.2503,-61.4867,71.01,36,3,5.93
534,Anamur,TR,2023-01-14 04:21:55,36.0751,32.8369,51.15,63,99,19.19
535,Cherdyn,RU,2023-01-14 04:21:56,60.403,56.4787,18.84,94,100,9.6
536,Bingol,TR,2023-01-14 04:21:57,38.8847,40.4939,30.11,74,100,3.31
537,Nouakchott,MR,2023-01-14 04:21:57,18.0858,-15.9785,62.53,31,68,10.96
538,Kedgwick,CA,2023-01-14 04:21:58,47.6446,-67.3434,26.1,95,100,8.05
539,Calama,CL,2023-01-14 04:21:59,-22.4667,-68.9333,52.29,37,0,6.91
540,Fort Wellington,GY,2023-01-14 04:21:59,6.4,-57.6,75.34,89,50,8.57
541,Minab,IR,2023-01-14 04:20:12,27.1467,57.0801,50.7,27,0,12.97
542,Warrington,GB,2023-01-14 04:17:49,53.3925,-2.5802,47.62,91,100,13.8
543,Ivesti,RO,2023-01-14 04:22:02,45.6833,27.5167,38.1,94,97,8.37
544,Lethem,GY,2023-01-14 04:22:03,3.3803,-59.7968,75.78,80,100,9.8
545,Bloemfontein,ZA,2023-01-14 04:22:03,-29.1211,26.214,58.48,82,0,1.14
546,Severomorsk,RU,2023-01-14 04:22:04,69.0689,33.4162,28.8,83,100,10.45
547,Sinnamary,GF,2023-01-14 04:22:06,5.3833,-52.95,75.61,91,18,7.76
548,Millinocket,US,2023-01-14 04:22:07,45.6573,-68.7098,30.31,86,100,4.61
549,Karnobat,BG,2023-01-14 04:22:07,42.65,26.9833,37.24,91,100,0.89
550,Centenario Do Sul,BR,2023-01-14 04:22:08,-22.8211,-51.5953,69.17,96,100,3.87
551,Dunmore Town,BS,2023-01-14 04:22:09,25.5,-76.65,73.63,76,4,25.84
552,Entre Rios,BR,2023-01-14 04:23:10,-11.9419,-38.0844,70.56,98,29,1.41
553,Bud,US,2023-01-14 04:23:11,39.447,-86.1758,32.02,77,56,9.26
554,Torit,SS,2023-01-14 04:23:11,4.4133,32.5678,70.72,59,0,1.95
555,Mastic Beach,US,2023-01-14 04:23:12,40.7668,-72.8521,39.4,77,100,18.41
556,Ginir,ET,2023-01-14 04:23:13,7.1333,40.7,52.57,51,16,3.22
557,Buta,CD,2023-01-14 04:23:14,2.7858,24.73,71.46,48,92,0.92
558,Tucuman,AR,2023-01-14 04:20:16,-26.8241,-65.2226,66.2,72,0,8.05
559,Chamalieres,FR,2023-01-14 04:23:15,45.7756,3.0631,41.72,81,0,2.3
560,Werda,BW,2023-01-14 04:22:11,-25.2667,23.2833,70.21,33,1,7.38
561,Severnyy,RU,2023-01-14 04:23:17,50.677,36.5532,24.84,100,100,8.95
562,Moroto,UG,2023-01-14 04:23:19,2.5345,34.6666,63.95,57,1,5.19
563,Tignere,CM,2023-01-14 04:23:19,7.3667,12.65,60.64,31,9,1.92
564,Bristol,US,2023-01-14 04:21:22,41.8334,-71.1662,44.78,80,100,8.01
565,Grand Gaube,MU,2023-01-14 04:23:21,-20.0064,57.6608,81.37,68,33,8.99
566,Hornepayne,CA,2023-01-14 04:23:22,49.2138,-84.7705,-15.39,100,77,4.14
567,Yining,CN,2023-01-14 04:23:23,29.0361,114.5636,47.41,83,100,6.38
568,Itaituba,BR,2023-01-14 04:23:24,-4.2761,-55.9836,72.16,99,100,1.52
569,Phalodi,IN,2023-01-14 04:22:46,27.1333,72.3667,53.22,23,0,9.82
570,Jawar,IN,2023-01-14 04:23:25,23.0,76.5,60.96,43,0,5.35
571,Mogadouro,PT,2023-01-14 04:23:26,41.3403,-6.7119,38.25,94,64,2.66
572,Beitbridge,ZW,2023-01-14 04:23:28,-22.2167,30.0,72.27,77,2,12.46
573,Bushehr,IR,2023-01-14 04:23:29,28.9684,50.8385,59.09,82,100,6.91
574,Nola,IT,2023-01-14 04:23:30,40.922,14.5329,55.92,89,62,2.66
575,Tarnogskiy Gorodok,RU,2023-01-14 04:23:30,60.4997,43.5761,22.23,92,100,11.39
576,Ciudad Ojeda,VE,2023-01-14 04:23:31,10.1964,-71.3082,75.92,86,32,6.64
577,Oistins,BB,2023-01-14 04:23:32,13.0667,-59.5333,77.09,88,40,13.8
578,Shelburne,CA,2023-01-14 04:23:33,44.0787,-80.2041,16.59,93,97,13.85
579,Aljezur,PT,2023-01-14 04:23:34,37.3191,-8.8033,50.76,81,98,4.68
580,Juba,SS,2023-01-14 04:23:35,4.8517,31.5825,69.84,48,3,0.89
581,Sarila,IN,2023-01-14 04:23:36,25.7667,79.6833,63.61,62,0,6.53
582,Tshikapa,CD,2023-01-14 04:23:37,-6.4167,20.8,66.4,97,100,1.43
583,Saint-Jean-Port-Joli,CA,2023-01-14 04:23:38,47.2171,-70.2658,30.0,88,100,13.29
584,Afua,BR,2023-01-14 04:23:39,-0.1567,-50.3867,74.23,96,100,4.09
585,Gazli,UZ,2023-01-14 04:23:39,40.1333,63.45,9.27,68,0,14.09
586,Beysehir,TR,2023-01-14 04:23:40,37.6773,31.7246,34.77,71,66,4.18
587,Cap Malheureux,MU,2023-01-14 04:23:41,-19.9842,57.6142,81.46,68,32,8.99
588,Puerto Baquerizo Moreno,EC,2023-01-14 04:23:00,-0.9,-89.6,73.53,82,76,6.8
589,Borovikha,RU,2023-01-14 04:23:43,53.5072,83.8379,8.04,92,100,16.89
590,Gornoye Loo,RU,2023-01-14 04:23:44,43.7129,39.6049,33.58,56,0,5.59
