City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
261,Otuzco,PE,2023-01-18 05:10:34,-7.9,-78.5833,49.06,83,59,2.19,broken clouds
262,Kangaatsiaq,GL,2023-01-18 05:10:35,68.3065,-53.4641,-16.01,95,48,11.32,scattered clouds
263,Nalut,LY,2023-01-18 05:10:36,30.3333,10.85,48.85,25,0,11.74,clear sky
264,Seabra,BR,2023-01-18 05:10:37,-12.4186,-41.7703,62.74,97,18,3.11,few clouds
265,Charlestown,AU,2023-01-18 05:10:38,-32.95,151.6667,85.78,75,5,8.01,clear sky
266,Sovetskiy,RU,2023-01-18 05:10:38,61.3614,63.5842,5.38,93,76,5.41,broken clouds
267,Parrita,CR,2023-01-18 05:10:39,9.5201,-84.3225,75.56,85,35,2.73,scattered clouds
268,Gambela,ET,2023-01-18 05:10:40,8.25,34.5833,78.4,40,83,2.93,broken clouds
269,Momil,CO,2023-01-18 05:10:41,9.2377,-75.6749,75.67,88,4,5.77,clear sky
270,Boda,CF,2023-01-18 05:10:41,4.3189,17.4695,70.56,33,82,4.21,broken clouds
271,Knysna,ZA,2023-01-18 05:10:42,-34.0363,23.0471,73.63,88,90,1.28,overcast clouds
272,Edelira,PY,2023-01-18 05:10:42,-26.75,-55.2667,70.81,81,29,2.66,scattered clouds
273,Hakkari,TR,2023-01-18 05:09:23,37.5833,44.1667,11.98,85,20,1.14,mist
274,Tromso,NO,2023-01-18 05:10:43,69.6496,18.957,26.62,80,0,0.0,clear sky
275,Klaksvik,FO,2023-01-18 05:10:43,62.2266,-6.589,32.92,71,100,31.16,light snow
276,Gabu,GW,2023-01-18 05:10:44,12.2833,-14.2167,69.39,18,75,5.28,broken clouds
277,Muros,ES,2023-01-18 05:10:44,42.7762,-9.0603,43.09,92,74,20.47,broken clouds
278,Cervo,ES,2023-01-18 05:10:44,43.6702,-7.4101,46.98,67,100,19.3,overcast clouds
279,Yenagoa,NG,2023-01-18 05:10:45,4.9247,6.2642,76.01,88,100,1.34,overcast clouds
280,Namibe,AO,2023-01-18 05:11:45,-15.1961,12.1522,73.02,77,98,4.65,overcast clouds
281,Albanel,CA,2023-01-18 05:11:46,48.8832,-72.4487,25.48,94,100,2.53,overcast clouds
282,Saint-Augustin,CA,2023-01-18 05:11:46,51.226,-58.6502,35.02,100,100,10.33,light snow
283,Ushtobe,KZ,2023-01-18 05:11:47,45.2514,77.9838,7.77,75,5,9.31,clear sky
284,Cockburn Town,TC,2023-01-18 05:11:48,21.4612,-71.1419,75.69,57,35,15.37,scattered clouds
285,Holland,US,2023-01-18 05:11:49,42.7875,-86.1089,39.38,91,100,11.99,overcast clouds
286,Mutare,ZW,2023-01-18 05:11:49,-18.9707,32.6709,64.8,90,100,4.7,overcast clouds
287,Hauterive,FR,2023-01-18 05:11:50,46.0901,3.4459,38.16,99,89,6.98,overcast clouds
288,Brae,GB,2023-01-18 05:11:51,60.3964,-1.353,38.82,81,92,27.65,light rain
289,Bonthe,SL,2023-01-18 05:11:47,7.5264,-12.505,73.2,89,38,3.62,scattered clouds
290,Salcininkai,LT,2023-01-18 05:11:53,54.3,25.3833,35.69,93,100,6.04,overcast clouds
291,Lokosovo,RU,2023-01-18 05:11:54,61.1333,74.8167,1.62,96,88,6.53,overcast clouds
292,Porosozero,RU,2023-01-18 05:11:55,62.7191,32.727,23.59,95,100,9.8,light snow
293,Malakal,SS,2023-01-18 05:11:55,9.5334,31.6605,72.28,24,97,7.05,overcast clouds
294,Tigre,AR,2023-01-18 05:11:57,-34.426,-58.5796,79.25,62,19,5.01,few clouds
295,Balsas,BR,2023-01-18 05:11:57,-7.5325,-46.0356,72.93,82,100,1.48,overcast clouds
296,Murgab,TM,2023-01-18 05:11:57,37.4966,61.9714,28.72,63,100,4.43,overcast clouds
297,Iskateley,RU,2023-01-18 05:11:58,67.6803,53.1512,18.84,94,99,15.23,overcast clouds
298,Mahibadhoo,MV,2023-01-18 05:11:59,3.7833,72.9667,81.05,77,28,11.07,scattered clouds
299,Buraydah,SA,2023-01-18 05:12:00,26.326,43.975,49.28,72,92,7.45,overcast clouds
300,Sabha,LY,2023-01-18 05:12:01,27.0377,14.4283,50.52,38,0,11.07,clear sky
301,Akdepe,TM,2023-01-18 05:12:01,42.0551,59.3788,25.66,39,7,8.28,clear sky
302,Fort Walton Beach,US,2023-01-18 05:12:02,30.4058,-86.6188,65.08,94,40,0.0,mist
303,Saint-Francois,FR,2023-01-18 05:12:03,46.4154,3.9054,33.24,93,100,3.44,snow
304,Henties Bay,NA,2023-01-18 05:12:04,-22.116,14.2845,67.6,85,83,4.07,broken clouds
305,Joshimath,IN,2023-01-18 05:12:05,30.5667,79.5667,48.88,18,92,3.38,overcast clouds
306,Kamenka,RU,2023-01-18 05:12:06,51.3223,42.7678,24.17,92,99,15.48,overcast clouds
307,Grindavik,IS,2023-01-18 05:12:06,63.8424,-22.4338,21.67,68,20,16.11,few clouds
308,Kasama,ZM,2023-01-18 05:12:07,-10.2129,31.1808,60.17,99,100,3.56,light rain
309,Meybod,IR,2023-01-18 05:12:07,32.2501,54.0166,35.62,95,100,3.56,overcast clouds
310,Onguday,RU,2023-01-18 05:12:07,50.75,86.15,12.51,92,99,0.58,overcast clouds
311,Apostolove,UA,2023-01-18 05:12:08,47.66,33.7137,47.34,70,100,17.63,overcast clouds
312,Ostersund,SE,2023-01-18 05:12:09,63.1792,14.6357,28.85,100,40,8.05,snow
313,Ayorou,NE,2023-01-18 05:12:10,14.7308,0.9174,63.79,19,11,9.98,few clouds
314,Tukrah,LY,2023-01-18 05:12:11,32.5341,20.5791,56.79,58,8,22.1,clear sky
315,Envira,BR,2023-01-18 05:11:20,-7.3,-70.2167,70.5,99,68,2.59,broken clouds
316,Guhagar,IN,2023-01-18 05:12:13,17.4842,73.1929,81.84,36,7,1.07,clear sky
317,Sao Francisco,BR,2023-01-18 05:11:24,-15.9486,-44.8644,67.59,86,8,3.29,light rain
318,Kant,IN,2023-01-18 05:12:14,27.8,79.8,57.69,42,5,4.9,clear sky
319,Inverness,GB,2023-01-18 05:12:15,57.4791,-4.224,35.83,86,0,10.36,clear sky
320,Voi,KE,2023-01-18 05:12:15,-3.3945,38.563,72.99,76,96,2.84,overcast clouds
321,Kalemie,CD,2023-01-18 05:12:17,-5.9475,29.1947,67.75,91,100,3.87,overcast clouds
322,Olafsvik,IS,2023-01-18 05:12:18,64.8945,-23.7142,23.52,71,86,11.83,overcast clouds
323,Rio Gallegos,AR,2023-01-18 05:07:35,-51.6226,-69.2181,59.86,54,94,5.01,overcast clouds
324,Guarapari,BR,2023-01-18 05:12:19,-20.6667,-40.4975,73.89,92,5,5.12,clear sky
325,Kaz,RU,2023-01-18 05:12:20,52.9113,87.3105,12.58,94,100,7.9,light snow
326,Ajaccio,FR,2023-01-18 05:12:21,42.0,8.9167,41.05,81,75,6.91,broken clouds
327,Saint-Germain-De-Grantham,CA,2023-01-18 05:07:44,45.8334,-72.5658,28.33,88,100,1.01,overcast clouds
328,Beloha,MG,2023-01-18 05:13:23,-25.1667,45.05,79.9,63,1,9.26,clear sky
329,Sao Gabriel Da Cachoeira,BR,2023-01-18 05:13:23,-0.1303,-67.0892,70.34,99,100,0.36,overcast clouds
330,Ipojuca,BR,2023-01-18 05:12:09,-8.3989,-35.0639,80.51,87,91,5.39,overcast clouds
331,Cocobeach,GA,2023-01-18 05:13:25,1.0002,9.5823,78.73,82,100,3.44,light rain
332,Kidal,ML,2023-01-18 05:13:26,18.4411,1.4078,61.02,20,15,8.21,few clouds
333,Kaka,TM,2023-01-18 05:13:27,37.3482,59.6143,30.65,57,100,2.66,overcast clouds
334,Sioux Lookout,CA,2023-01-18 05:13:28,50.1001,-91.917,-0.15,99,89,4.0,overcast clouds
335,Thionville,FR,2023-01-18 05:13:28,49.3333,6.3333,32.16,82,100,5.88,overcast clouds
336,Tsumeb,NA,2023-01-18 05:13:30,-19.2333,17.7167,67.06,82,98,4.41,overcast clouds
337,Soyo,AO,2023-01-18 05:13:31,-6.1349,12.3689,78.1,87,98,5.61,moderate rain
338,Araouane,ML,2023-01-18 05:13:32,18.9048,-3.5265,65.77,17,97,7.52,overcast clouds
339,Constantine,DZ,2023-01-18 05:13:33,36.365,6.6147,51.21,57,20,17.27,few clouds
340,Shelburne,CA,2023-01-18 05:13:34,44.0787,-80.2041,35.24,98,100,14.56,overcast clouds
341,Meiganga,CM,2023-01-18 05:13:35,6.5167,14.3,64.2,36,82,5.5,broken clouds
342,Dakar,SN,2023-01-18 05:13:35,14.6937,-17.4441,81.48,53,95,17.38,overcast clouds
343,Santa Isabel Do Rio Negro,BR,2023-01-18 05:13:37,-0.4139,-65.0192,71.01,99,100,2.55,overcast clouds
344,Umm Kaddadah,SD,2023-01-18 05:13:38,13.6017,26.6876,56.66,31,80,11.88,broken clouds
345,Lafia,NG,2023-01-18 05:13:38,8.4833,8.5167,71.73,23,16,2.15,few clouds
346,Carutapera,BR,2023-01-18 05:13:40,-1.195,-46.02,73.38,94,97,5.12,overcast clouds
347,Birao,CF,2023-01-18 05:13:40,10.2849,22.7882,65.12,24,97,8.57,overcast clouds
348,Ravar,IR,2023-01-18 05:13:41,31.2656,56.8055,36.9,95,99,1.66,overcast clouds
349,Petropavl,KZ,2023-01-18 05:13:42,54.8753,69.1628,-0.42,65,0,11.18,clear sky
350,Kiruna,SE,2023-01-18 05:13:42,67.8557,20.2251,9.52,85,100,0.0,overcast clouds
351,Sao Felix Do Xingu,BR,2023-01-18 05:13:43,-6.6447,-51.995,69.39,98,100,1.52,overcast clouds
352,Bud,US,2023-01-18 05:13:43,39.447,-86.1758,41.02,85,18,7.85,few clouds
353,Muravlenko,RU,2023-01-18 05:13:43,63.7898,74.523,5.94,97,100,7.85,overcast clouds
354,Tibati,CM,2023-01-18 05:13:44,6.4667,12.6333,64.78,29,100,3.85,overcast clouds
355,Lima,PE,2023-01-18 05:12:38,-12.0432,-77.0282,70.9,80,0,9.22,clear sky
356,Pontes E Lacerda,BR,2023-01-18 05:13:46,-15.2261,-59.3353,69.4,94,97,0.69,overcast clouds
357,San Ramon,US,2023-01-18 05:13:46,37.7799,-121.978,48.74,85,0,4.61,clear sky
358,Corinto,GR,2023-01-18 05:13:48,37.9407,22.9573,62.89,67,11,16.22,few clouds
359,Sangin,AF,2023-01-18 05:13:48,32.0728,64.8359,39.13,68,100,1.83,overcast clouds
360,Summerside,CA,2023-01-18 05:13:49,46.3959,-63.7876,34.47,96,100,10.02,light snow
361,Verkhnyaya Inta,RU,2023-01-18 05:13:50,65.9811,60.3094,16.23,88,100,18.86,overcast clouds
362,Kantunilkin,MX,2023-01-18 05:13:51,21.0917,-87.45,64.58,89,0,3.29,clear sky
363,Sao Miguel Do Araguaia,BR,2023-01-18 05:13:52,-13.275,-50.1628,69.62,90,6,1.95,clear sky
364,Mogadishu,SO,2023-01-18 05:11:22,2.0371,45.3438,76.62,77,92,16.53,overcast clouds
365,Colquechaca,BO,2023-01-18 05:13:55,-18.6667,-66.0167,33.69,73,91,3.98,overcast clouds
366,Dhidhdhoo,MV,2023-01-18 05:13:57,6.8833,73.1,80.49,75,6,13.67,clear sky
367,Belyy Yar,RU,2023-01-18 05:13:58,53.6039,91.3903,9.86,76,75,11.18,broken clouds
368,Hornepayne,CA,2023-01-18 05:13:59,49.2138,-84.7705,14.43,94,100,11.05,light snow
369,Yukhnov,RU,2023-01-18 05:14:01,54.7444,35.2297,34.41,96,100,11.01,overcast clouds
370,Grand-Santi,GF,2023-01-18 05:14:02,4.25,-54.3833,70.3,100,100,1.95,overcast clouds
371,Camopi,GF,2023-01-18 05:14:02,3.1655,-52.3158,69.8,99,100,2.06,overcast clouds
372,Narasannapeta,IN,2023-01-18 05:14:04,18.4167,84.05,79.75,57,0,3.22,clear sky
373,Puerto Madryn,AR,2023-01-18 05:14:04,-42.7692,-65.0385,69.6,74,91,7.78,overcast clouds
374,Marsa Matruh,EG,2023-01-18 05:14:05,31.3525,27.2453,56.01,74,0,9.44,clear sky
375,Lichtenburg,ZA,2023-01-18 05:15:06,-26.152,26.1597,67.24,71,61,14.03,broken clouds
376,Ibra,OM,2023-01-18 05:15:07,22.6906,58.5334,67.82,60,4,2.91,clear sky
377,Pakala,IN,2023-01-18 05:15:08,13.4667,79.1167,75.61,57,25,5.26,scattered clouds
378,Demba,CD,2023-01-18 05:15:09,-5.51,22.2667,64.69,97,100,1.9,overcast clouds
379,Novosokolniki,RU,2023-01-18 05:15:10,56.3463,30.1578,35.17,99,100,9.86,overcast clouds
380,Proletariy,RU,2023-01-18 05:15:12,58.4342,31.7046,34.39,99,100,12.24,light snow
381,Saint Anthony,US,2023-01-18 05:15:14,45.0205,-93.218,34.25,88,100,9.22,overcast clouds
382,Vuktyl,RU,2023-01-18 05:15:15,63.8567,57.3094,13.46,94,100,9.57,light snow
383,Hualmay,PE,2023-01-18 05:15:16,-11.0964,-77.6139,69.08,82,97,5.61,overcast clouds
384,Zapolyarnyy,RU,2023-01-18 05:15:17,69.4154,30.8136,13.28,99,52,7.4,broken clouds
385,Dire Dawa,ET,2023-01-18 05:15:18,9.5931,41.8661,66.42,42,18,2.53,few clouds
386,San-Pedro,CI,2023-01-18 05:15:19,4.7485,-6.6363,75.31,93,68,3.76,broken clouds
387,Csenger,HU,2023-01-18 05:15:20,47.8358,22.681,52.05,74,100,20.85,overcast clouds
388,Luangwa,ZM,2023-01-18 05:15:21,-15.6167,30.4167,71.4,96,99,1.07,light rain
389,Camacha,PT,2023-01-18 05:15:22,33.0833,-16.3333,56.62,63,75,19.57,light rain
390,Chapleau,CA,2023-01-18 05:15:23,47.8405,-83.4034,28.04,95,100,8.5,overcast clouds
391,Tremosnice,CZ,2023-01-18 05:15:24,49.8691,15.58,36.55,97,100,5.75,snow
392,Usinsk,RU,2023-01-18 05:11:49,65.9939,57.5281,15.78,94,100,18.57,light snow
393,Sirajganj,BD,2023-01-18 05:15:25,24.45,89.7167,62.42,53,0,3.65,clear sky
394,Monchegorsk,RU,2023-01-18 05:15:27,67.9397,32.8739,12.74,100,81,5.75,broken clouds
395,Heinola,FI,2023-01-18 05:15:28,61.2056,26.0381,32.0,98,100,8.61,light snow
396,Wilmington,US,2023-01-18 05:10:51,34.2257,-77.9447,58.89,75,95,3.0,overcast clouds
397,Turukhansk,RU,2023-01-18 05:15:29,65.8167,87.9833,-35.01,86,32,6.4,scattered clouds
398,Oussouye,SN,2023-01-18 05:15:30,12.485,-16.5469,71.91,25,79,6.91,broken clouds
399,Alaverdi,AM,2023-01-18 05:15:31,41.0977,44.6732,33.37,74,46,4.47,scattered clouds
400,Wexford,IE,2023-01-18 05:15:32,52.3342,-6.4575,35.89,88,33,7.0,scattered clouds
401,Bria,CF,2023-01-18 05:15:33,6.5423,21.9863,64.18,35,31,4.63,scattered clouds
402,Huarmey,PE,2023-01-18 05:15:33,-10.0681,-78.1522,69.53,80,100,3.62,overcast clouds
403,Altagracia De Orituco,VE,2023-01-18 05:15:34,9.8601,-66.3814,67.51,92,98,4.36,overcast clouds
404,Bafoulabe,ML,2023-01-18 05:15:35,13.8065,-10.8321,71.67,16,7,4.7,clear sky
405,Am Timan,TD,2023-01-18 05:15:36,11.0297,20.2827,68.38,28,100,5.68,overcast clouds
406,Balsthal,CH,2023-01-18 05:15:37,47.3161,7.6932,34.11,95,55,3.87,broken clouds
407,Lamas,PE,2023-01-18 05:15:37,-6.4167,-76.5333,65.39,93,43,3.0,scattered clouds
408,Kuusamo,FI,2023-01-18 05:15:39,65.9667,29.1833,24.84,93,100,11.5,overcast clouds
409,Hlucin,CZ,2023-01-18 05:15:39,49.8979,18.192,36.05,97,100,4.88,light snow
410,Progreso,MX,2023-01-18 05:15:40,21.2833,-89.6667,72.1,71,10,13.98,clear sky
411,Parabel,RU,2023-01-18 05:15:40,58.6978,81.4825,3.96,95,100,7.72,light snow
412,Elesbao Veloso,BR,2023-01-18 05:15:41,-6.2019,-42.1403,71.74,76,97,1.92,overcast clouds
413,Cravo Norte,CO,2023-01-18 05:15:41,6.3017,-70.2041,78.19,54,75,5.7,broken clouds
414,Micomeseng,GQ,2023-01-18 05:15:42,2.1462,10.6164,67.77,99,79,1.72,broken clouds
415,Sorland,NO,2023-01-18 05:15:42,67.667,12.6934,37.26,64,100,21.7,overcast clouds
416,Inta,RU,2023-01-18 05:15:42,66.0317,60.1659,15.93,88,100,20.07,overcast clouds
417,Piracaia,BR,2023-01-18 05:15:43,-23.0539,-46.3581,67.24,98,98,3.02,overcast clouds
418,Angoche,MZ,2023-01-18 05:15:44,-16.2325,39.9086,79.05,81,100,0.54,light rain
419,Jiwani,PK,2023-01-18 05:15:45,25.05,61.7417,70.56,66,0,11.16,clear sky
420,Santa Isabel,BR,2023-01-18 05:15:45,-23.3156,-46.2214,69.1,99,94,2.08,overcast clouds
421,Ambilobe,MG,2023-01-18 05:15:45,-13.2,49.05,77.83,81,80,1.54,broken clouds
422,Ulenje,TZ,2023-01-18 05:16:47,-8.9333,33.6833,57.76,94,99,1.9,overcast clouds
423,Joigny,FR,2023-01-18 05:16:47,47.9829,3.401,31.8,91,100,8.16,overcast clouds
424,Mitu,CO,2023-01-18 05:16:48,1.1983,-70.1733,70.43,99,100,1.28,heavy intensity rain
425,Ullapool,GB,2023-01-18 05:16:49,57.8987,-5.1604,37.35,87,92,14.16,overcast clouds
426,Rodez,FR,2023-01-18 05:16:50,44.5,2.5833,34.11,100,100,13.8,light snow
427,Mezen,RU,2023-01-18 05:16:51,65.8522,44.24,14.13,96,81,8.37,broken clouds
428,Nicolas Bravo,MX,2023-01-18 05:16:52,18.45,-88.9167,64.17,98,5,2.3,clear sky
429,Contagem,BR,2023-01-18 05:16:53,-19.9317,-44.0536,69.76,73,0,5.75,clear sky
430,Kismayo,SO,2023-01-18 05:16:53,-0.3582,42.5454,77.72,76,99,13.87,overcast clouds
431,Manavalakurichi,IN,2023-01-18 05:16:54,8.1333,77.3,83.64,55,14,8.84,few clouds
432,Chupa,RU,2023-01-18 05:16:55,66.27,33.0549,23.36,93,100,7.47,overcast clouds
433,Bouillante,GP,2023-01-18 05:16:56,16.1304,-61.7692,70.83,83,3,8.61,clear sky
434,Samarkand,UZ,2023-01-18 05:16:56,39.6542,66.9597,31.42,40,23,11.5,few clouds
435,Abha,SA,2023-01-18 05:13:04,18.2164,42.5053,52.05,82,0,5.75,clear sky
436,Luanda,AO,2023-01-18 05:11:59,-8.8368,13.2343,78.8,89,40,4.61,light rain
437,Minas,UY,2023-01-18 05:16:58,-34.3759,-55.2377,64.18,89,1,13.98,clear sky
438,Oriximina,BR,2023-01-18 05:16:59,-1.7656,-55.8661,71.83,97,100,2.46,overcast clouds
439,Mayumba,GA,2023-01-18 05:17:00,-3.432,10.6554,77.11,86,93,3.85,overcast clouds
440,Berbera,SO,2023-01-18 05:17:00,10.4396,45.0143,74.95,72,94,3.6,overcast clouds
441,Judaberg,NO,2023-01-18 05:17:01,59.1659,5.8732,34.79,66,100,7.29,overcast clouds
442,La Ligua,CL,2023-01-18 05:17:03,-32.4524,-71.2311,61.83,77,0,1.48,clear sky
443,Nisia Floresta,BR,2023-01-18 05:17:04,-6.0911,-35.2086,74.21,89,85,5.28,overcast clouds
444,Kulpahar,IN,2023-01-18 05:17:05,25.3167,79.65,58.15,36,0,1.32,clear sky
445,George,ZA,2023-01-18 05:17:06,-33.963,22.4617,69.35,100,100,6.91,mist
446,Bata,GQ,2023-01-18 05:17:07,1.8639,9.7658,77.63,85,100,3.8,overcast clouds
447,Purpe,RU,2023-01-18 05:17:07,64.4803,76.6897,-0.81,97,99,12.08,overcast clouds
448,Shakawe,BW,2023-01-18 05:13:16,-18.3667,21.85,67.1,92,99,3.18,overcast clouds
449,Kaduna,NG,2023-01-18 05:17:09,10.5222,7.4383,61.43,26,37,9.37,scattered clouds
450,Carballo,ES,2023-01-18 05:17:10,43.213,-8.691,46.09,82,99,12.35,overcast clouds
451,Brigantine,US,2023-01-18 05:17:11,39.4101,-74.3646,44.02,97,100,5.75,mist
452,Murovani Kurylivtsi,UA,2023-01-18 05:17:13,48.7235,27.5189,44.29,95,100,18.61,overcast clouds
453,Upington,ZA,2023-01-18 05:17:13,-28.4478,21.2561,82.78,32,0,6.91,clear sky
454,Porto Belo,BR,2023-01-18 05:17:14,-27.1578,-48.5531,72.79,95,99,5.88,light rain
455,Boende,CD,2023-01-18 05:17:15,-0.2167,20.8667,68.43,93,100,1.63,overcast clouds
456,Dutse,NG,2023-01-18 05:17:16,11.7594,9.3392,58.1,29,1,6.67,clear sky
457,Torit,SS,2023-01-18 05:17:16,4.4133,32.5678,78.35,36,74,1.5,broken clouds
458,Uniao,BR,2023-01-18 05:17:17,-4.5858,-42.8642,70.34,99,98,3.15,moderate rain
459,Yara,CU,2023-01-18 05:17:19,20.2753,-76.9533,62.92,78,0,2.66,clear sky
460,Koulamoutou,GA,2023-01-18 05:17:19,-1.1303,12.4736,68.95,98,69,0.94,broken clouds
461,Opuwo,NA,2023-01-18 05:13:22,-18.0607,13.84,67.64,82,100,2.06,light rain
462,Quelimane,MZ,2023-01-18 05:17:21,-17.8786,36.8883,79.95,82,95,3.33,overcast clouds
463,Aranos,NA,2023-01-18 05:17:22,-24.1333,19.1167,76.12,47,44,7.29,scattered clouds
464,Mozarlandia,BR,2023-01-18 05:17:23,-14.7447,-50.5706,69.42,93,0,3.98,clear sky
465,Kitgum,UG,2023-01-18 05:17:25,3.2783,32.8867,71.67,35,59,1.48,broken clouds
466,Dunda,TZ,2023-01-18 05:17:25,-8.1167,34.25,66.31,91,94,2.13,overcast clouds
467,Cuamba,MZ,2023-01-18 05:17:26,-14.8031,36.5372,69.48,96,98,1.97,overcast clouds
468,Calama,CL,2023-01-18 05:17:27,-22.4667,-68.9333,50.49,53,0,8.05,clear sky
469,Biscarrosse,FR,2023-01-18 05:17:27,44.3945,-1.1672,37.35,93,0,9.22,clear sky
470,Sechura,PE,2023-01-18 05:18:28,-5.5569,-80.8222,71.15,71,78,9.64,broken clouds
471,Salym,RU,2023-01-18 05:18:29,60.0625,71.4789,7.93,92,66,6.96,broken clouds
472,Goderich,CA,2023-01-18 05:18:30,43.7501,-81.7165,38.91,93,100,13.8,overcast clouds
473,Pisco,PE,2023-01-18 05:18:31,-13.7,-76.2167,69.85,83,0,8.05,clear sky
474,Waterford,US,2023-01-18 05:18:31,42.7023,-83.4027,39.47,89,100,11.5,overcast clouds
475,Porto Novo,BJ,2023-01-18 05:18:32,6.4965,2.6036,76.82,87,59,3.94,broken clouds
476,Soverato,IT,2023-01-18 05:18:32,38.685,16.5499,57.16,71,10,7.85,clear sky
477,Vieques,PR,2023-01-18 05:18:33,18.425,-65.8329,78.82,61,20,9.22,few clouds
478,Kolyshley,RU,2023-01-18 05:18:33,52.7005,44.5367,16.99,92,100,11.92,overcast clouds
479,Escanaba,US,2023-01-18 05:18:33,45.7453,-87.0646,34.11,85,100,1.99,overcast clouds
480,Zharkovskiy,RU,2023-01-18 05:18:34,55.849,32.2697,34.23,98,100,9.4,overcast clouds
481,Xuddur,SO,2023-01-18 05:18:34,4.1213,43.8894,71.76,60,54,20.56,broken clouds
482,Soure,BR,2023-01-18 05:18:35,-0.7167,-48.5233,75.34,88,100,9.37,overcast clouds
483,Trincomalee,LK,2023-01-18 05:18:35,8.5711,81.2335,78.28,70,95,14.29,overcast clouds
484,Truro,GB,2023-01-18 05:18:36,50.2653,-5.0544,42.08,60,40,23.02,scattered clouds
485,Ikungi,TZ,2023-01-18 05:18:37,-5.1333,34.7667,61.9,86,61,6.51,broken clouds
486,Raahe,FI,2023-01-18 05:18:37,64.6833,24.4833,30.29,85,100,17.72,light snow
487,Lamu,KE,2023-01-18 05:18:38,-2.2717,40.902,77.22,75,99,10.27,overcast clouds
488,Hvolsvollur,IS,2023-01-18 05:18:39,63.7533,-20.2243,8.83,83,3,10.07,clear sky
489,Katete,UG,2023-01-18 05:18:39,-0.7818,29.7544,65.79,61,96,1.79,overcast clouds
490,Navirai,BR,2023-01-18 05:18:41,-23.065,-54.1906,70.29,95,100,1.68,overcast clouds
491,Saint-Georges,GD,2023-01-18 05:18:42,12.0564,-61.7485,74.88,88,40,9.22,light rain
492,Misratah,LY,2023-01-18 05:18:43,32.3754,15.0925,57.97,38,2,17.47,clear sky
493,Mopipi,BW,2023-01-18 05:18:44,-21.1833,24.8833,74.01,64,48,13.71,scattered clouds
494,Great Yarmouth,GB,2023-01-18 05:18:44,52.6083,1.7305,29.41,86,17,16.82,few clouds
495,Hambantota,LK,2023-01-18 05:18:45,6.1241,81.1185,82.74,67,83,18.68,broken clouds
496,Hamilton,US,2023-01-18 05:16:38,39.1834,-84.5333,42.6,83,100,13.8,overcast clouds
497,Liepaja,LV,2023-01-18 05:18:46,56.5419,21.0367,33.78,100,20,5.75,few clouds
498,Hofn,IS,2023-01-18 05:18:47,64.2539,-15.2082,24.71,59,0,22.55,clear sky
499,Requena,ES,2023-01-18 05:18:47,39.4883,-1.1004,36.52,71,92,21.09,overcast clouds
500,Saint-Paul,RE,2023-01-18 05:18:47,-21.0096,55.2707,82.51,67,100,3.89,overcast clouds
501,Gobabis,NA,2023-01-18 05:18:48,-22.45,18.9667,69.6,61,65,5.23,broken clouds
502,Alegrete,BR,2023-01-18 05:18:49,-29.7831,-55.7919,74.73,68,0,16.69,clear sky
503,Bergen,NO,2023-01-18 05:18:50,60.392,5.328,34.9,98,0,1.14,clear sky
504,Kinkala,CG,2023-01-18 05:18:50,-4.3614,14.7644,67.32,95,100,1.05,overcast clouds
505,Nemencine,LT,2023-01-18 05:18:51,54.85,25.4833,36.12,90,100,4.68,overcast clouds
506,Mbekenyera,TZ,2023-01-18 05:18:52,-10.0,38.9833,73.47,94,97,0.45,light rain
507,Kudahuvadhoo,MV,2023-01-18 05:18:52,2.6708,72.8944,80.96,76,48,9.35,scattered clouds
508,Inhambane,MZ,2023-01-18 05:18:53,-23.865,35.3833,82.02,73,31,6.89,scattered clouds
509,Tasgaon,IN,2023-01-18 05:16:07,17.0333,74.6,78.22,28,8,6.2,clear sky
510,Gevrai,IN,2023-01-18 05:18:53,19.2667,75.75,75.52,38,5,5.66,clear sky
511,Roald,NO,2023-01-18 05:18:54,62.5833,6.1333,38.34,75,100,5.75,overcast clouds
512,Jyvaskyla,FI,2023-01-18 05:18:54,62.2415,25.7209,32.34,96,100,13.8,light shower snow
513,Aksarka,RU,2023-01-18 05:18:55,66.5606,67.7975,4.14,96,99,4.94,overcast clouds
514,Itarema,BR,2023-01-18 05:18:55,-2.9248,-39.9167,77.45,81,83,10.49,broken clouds
515,San Antonio,US,2023-01-18 05:16:05,29.4241,-98.4936,69.26,86,100,8.05,overcast clouds
516,Marovoay,MG,2023-01-18 05:19:55,-16.1,46.6333,78.85,69,100,7.36,overcast clouds
517,Toamasina,MG,2023-01-18 05:19:56,-18.1667,49.3833,80.6,78,75,8.05,moderate rain
518,Uvat,RU,2023-01-18 05:19:56,59.1433,68.8953,11.61,87,79,8.21,broken clouds
519,Springbok,ZA,2023-01-18 05:19:57,-29.6643,17.8865,75.78,27,40,10.36,scattered clouds
520,Boden,SE,2023-01-18 05:19:57,65.8252,21.6886,30.2,97,100,10.29,light snow
521,Antofagasta,CL,2023-01-18 05:19:57,-23.65,-70.4,67.28,82,25,4.05,scattered clouds
522,Havre-Saint-Pierre,CA,2023-01-18 05:19:58,50.2334,-63.5986,35.96,100,100,6.91,overcast clouds
523,Nea Makri,GR,2023-01-18 05:19:58,38.0833,23.9833,63.81,75,20,24.16,few clouds
524,Adre,TD,2023-01-18 05:19:59,13.4667,22.2,59.9,29,73,9.95,broken clouds
